,Bottle Name,Type,Winery,Designation,Region,Province,Country,Price,Rating,Sommelier,Sommelier Twitter Handle,Description,City Country,Longitude,Latitude
61,Bracco Bosca 2015 Ombú Tannat (Atlantida),Tannat,Bracco Bosca,Ombú,,Atlantida,Uruguay,11.0,87.0,Michael Schachner,@wineschach,"Warm earthy berry aromas are mostly solid. This Tannat has a fresh rubbery mouthfeel and dark peppery flavors of mixed black fruits. The finish deals chocolate, coffee and spice notes. For entry-level Uruguayan Tannat, this is a good one.","Atlantida, Uruguay",-55.7605883,-34.7743888
62,Viñedo de los Vientos 2016 Estival White (Atlantida),White Blend,Viñedo de los Vientos,Estival,,Atlantida,Uruguay,15.0,87.0,Michael Schachner,@wineschach,"Orange and tangerine aromas include notes of lime and Mr. Clean. This blend of Gewürztraminer, Chardonnay and Moscato feels healthy and properly acidic. Flavors of pineapple, doughnut peach and honey finish with just enough zest and cut. Drink now.","Atlantida, Uruguay",-55.7605883,-34.7743888
63,Papagiannakos 2014 Kalogeri Malagousia (Attica),Malagousia,Papagiannakos,Kalogeri,,Attica,Greece,22.0,90.0,Susan Kostrzewa,@suskostrzewa,"Toast, vanilla and spice on the nose start this elegantly constructed white from, Attica. The wine's lemon and lime flavors are layered with cedar and vanilla notes. An appealing pour with more years to age.","Attica, Greece",23.66690056425356,37.7561803
64,Kourtaki NV Retsina of Attica Savatiano (Attica),Savatiano,Kourtaki,Retsina of Attica,,Attica,Greece,9.0,86.0,Susan Kostrzewa,@suskostrzewa,"Crushed thyme, pine resin and lemon start this traditional retsina from Attica. On the palate, an interplay of herbs and citrus offer good balance, a soft finish and an easy entrée into a sometimes difficult style of Greek wine, The price is right too; try this with fried fish.","Attica, Greece",23.66690056425356,37.7561803
65,Domaine Costa Lazaridi 2007 Oenotria Land Cabernet Sauvignon Agiorgitiko Red (Attica),Cabernet Blend,Domaine Costa Lazaridi,Oenotria Land Cabernet Sauvignon Agiorgitiko,,Attica,Greece,30.0,85.0,Susan Kostrzewa,@suskostrzewa,"This Cabernet-Agiorgitiko blend has a big personality, starting with aromas of chocolate-covered cherry, rich black fruit and pepper. Red and black fruit, spice and a touch of flowers on the palate are buoyed by a fresh acidity and chalkiness on the palate. A touch spicy and fiery, but a fun wine with character.","Attica, Greece",23.66690056425356,37.7561803
66,Marquis Philips 2000 Sarah's Blend Red (South Eastern Australia),Red Blend,Marquis Philips,Sarah's Blend,South Eastern Australia,Australia Other,Australia,15.0,93.0,,,"Writes the book on how to make a wine filled with gigantic jammy fruit that's nonetheless dry, balanced and harmonious. The Cabernet contributes blackcurrants and structural tannins. The Syrah brings a peppery richness, while Merlot adds soft fruitiness. You can actually taste each varietal, yet the wine hangs together, dry and rich. Best Buy.","Australia Other, Australia",139.15616,-34.09703
67,Penfolds 1998 Yattarna Chardonnay (South Eastern Australia),Chardonnay,Penfolds,Yattarna,South Eastern Australia,Australia Other,Australia,65.0,92.0,,,"This big wine presents a sophisticated bouquet of toasty, leesy, nutty aromas. Fine depth of fruit and plenty of quality oak show here, with butterscotch, pear and apple flavors. Full-bodied and luscious, it shows the tremendous attention paid and importance assigned to this flagship white. The long, spicy finish sports complex lemon, leesy and mineral accents. To be released 5/01.","Australia Other, Australia",139.15616,-34.09703
68,Kaesler 2010 Stonehorse Estate Grown Shiraz (South Eastern Australia),Shiraz,Kaesler,Stonehorse Estate Grown,South Eastern Australia,Australia Other,Australia,37.0,92.0,Joe Czerwinski,@JoeCz,"Endowed with plenty of fruit, this wine swirls together notes of raspberry and vanilla, then tops off that delicious blend with hints of mint and other herbs. The lovely creamy texture turns silky and fresh on the finish. Drink now–2020.","Australia Other, Australia",139.15616,-34.09703
69,Kracher NV Zwischen den Seen Nummer 3 Kollektion L08A Rosenmuskateller (Austria),Rosenmuskateller,Kracher,Zwischen den Seen Nummer 3 Kollektion L08A,,Austria,Austria,150.0,92.0,Roger Voss,@vossroger,"Made from Rosenmuskateller (a pink-tinted grape), this wonderfully perfumed wine is such a curiosity that it can only legally be table wine, a super Austrian. There are flavors of rosehip, ginger and a wondrous freshness.","Austria, Austria",11.3006608,43.7604032
70,Bründlmayer 2005 Brut White (Austria),White Blend,Bründlmayer,Brut,,Austria,Austria,46.0,91.0,Roger Voss,@vossroger,"Bründlmayer makes a particularly felicitous brut, crisp, yeasty, with very pure green and white fruits. It has an intense minerality, tight, structured and finishing with great waves of toast. The wine spends three years on its lees, which shows in its density of flavor.","Austria, Austria",11.3006608,43.7604032
71,Biokult 2015 Rosé Zweigelt (Austria),Zweigelt,Biokult,Rosé,,Austria,Austria,14.0,90.0,Anne Krebiehl MW,@AnneInVino,"Fresh citrus notes make this beautiful rosé smell like a zesty white wine. The palate, however, adds the fresh delight of ripe strawberry fruit. This adds up to a refreshing, superdry and elegant but fruitful pink summer wine.","Austria, Austria",11.3006608,43.7604032
72,Eradus 2015 Single Vineyard Pinot Noir (Awatere Valley),Pinot Noir,Eradus,Single Vineyard,,Awatere Valley,New Zealand,24.0,92.0,,,"Aromas of ripe raspberry, chocolate, black olive, and green herbs all combine in this well put together wine. The palate is taut and focused, with silky tannins, mouth-watering acidity and a long herbal finish. Tightly wound, this is best sipped with food or a few years of bottle age. Drink now–2024.","Awatere Valley, New Zealand",173.386459,-42.027981
73,Vavasour 2013 Sauvignon Blanc (Awatere Valley),Sauvignon Blanc,Vavasour,,,Awatere Valley,New Zealand,20.0,91.0,Joe Czerwinski,@JoeCz,"Subtle green notes highlight concentrated fruit in this wine. Drilling down, it's something akin to celery leaf alongside nectarine and ripe citrus. It's plump in the mouth, with a long, balanced aftertaste. Well done, from start to finish.","Awatere Valley, New Zealand",173.386459,-42.027981
74,The Crossings 2015 Pinot Noir (Awatere Valley),Pinot Noir,The Crossings,,,Awatere Valley,New Zealand,19.0,91.0,,,"A medley of ripe raspberry, cherry, chocolate, cola, wet earth, baking spices and herbs all play together in this medium-bodied wine. Silky tannins and a slippery texture harmonize on the palate, with a final herbaceous note that lingers. Drink now–2020.","Awatere Valley, New Zealand",173.386459,-42.027981
75,Ziereisen 2010 Blauer Schulen Spätburgunder (Baden),Spätburgunder,Ziereisen,Blauer Schulen,,Baden,Germany,41.0,95.0,Anna Lee C. Iijima,,"Another stand out among a lineup of stunning German Pinot Noir, this sultry, sexy wine balances ripe, ruddy black cherry and berry flavors with a vivacious acidic edge. It's bristling and bright, finishing on a deep, mineral tone. Drinks beautifully now, but is structured enough to develop well through 2020 at least.","Baden, Germany",9.0820955,53.0023496
76,Bernhard Huber 2010 Bienenberg R Erste Lage GG Spätburgunder (Baden),Spätburgunder,Bernhard Huber,Bienenberg R Erste Lage GG,,Baden,Germany,103.0,95.0,Anna Lee C. Iijima,,"Rose petal and violets persist throughout this complex, deeply nuanced Pinot Noir. The palate is richly berried, but swathed in a musky, earthy perfume that's intoxicating. Bristling acidity and fine, filigreed tannins round out a long finish. Stunning now, but likely to integrate its subtleties further through at least 2025.","Baden, Germany",9.0820955,53.0023496
77,Franz Keller 2014 Franz Anton Schwarzer Adler Pinot Noir (Baden),Pinot Noir,Franz Keller,Franz Anton Schwarzer Adler,,Baden,Germany,42.0,94.0,Anna Lee C. Iijima,,"Robust in body yet squarely structured, the Franz Anton shows more ripeness and concentration than the producer's standard-label bottling. Fleshy black cherry and berry flavors are ripe, but are offset by crisp acidity and a shroud of smoke and toast that accents without overwhelming. It's bold and penetrating, with a long finish marked by fine, persistent tannins. Delicious already, but bold enough to improve through at least 2030.","Baden, Germany",9.0820955,53.0023496
78,Casca Wines 2012 Monte Cascas Vinha das Cardosas Red (Bairrada),Portuguese Red,Casca Wines,Monte Cascas Vinha das Cardosas,,Bairrada,Portugal,70.0,94.0,Roger Voss,@vossroger,"This is a mature, single-vineyard wine. Beautifully perfumed, it includes, unusually, a small percentage of white grapes (historically a field blend) that soften the tannins of the 90% Baga. The wine is spicy, concentrated, dense with black fruits and tannins. It is ready to drink.","Bairrada, Portugal",-8.4619293,39.8672777
79,Casca Wines 2012 Monte Cascas Vinha das Cardosas Red (Bairrada),Portuguese Red,Casca Wines,Monte Cascas Vinha das Cardosas,,Bairrada,Portugal,70.0,94.0,Roger Voss,@vossroger,"This is a mature, single-vineyard wine. Beautifully perfumed, it includes, unusually, a small percentage of white grapes (historically a field blend) that soften the tannins of the 90% Baga. The wine is spicy, concentrated, dense with black fruits and tannins. It is ready to drink.","Bairrada, Portugal",-8.4619293,39.8672777
80,Aveleda 2012 Follies Casa da Agueira Touriga Nacional (Bairrada),Touriga Nacional,Aveleda,Follies Casa da Agueira,,Bairrada,Portugal,13.0,93.0,Roger Voss,@vossroger,"When Aveleda's Guedes family purchased Quinta da Agueira, it came with its own grand house, a 19th century folly (a great term in the British lexicon). So, being fans of follies, the family named this spicy wine after the house. This wine is dense and concentrated, with dark fruit balanced by structured tannins. Drink now–2022.","Bairrada, Portugal",-8.4619293,39.8672777
81,Domaines Dominique Piron 2015 Vieilles Vignes  (Moulin-à-Vent),Gamay,Domaines Dominique Piron,Vieilles Vignes,Moulin-à-Vent,Beaujolais,France,20.0,94.0,Roger Voss,@vossroger,"Wonderful old vines facing south and south-east give a powerfully tannic, structured wine. They also give great black fruits, spice and a toasty edge from the wood aging. This is a dense wine with a serious future. Drink from 2020.","Beaujolais, France",-60.8605,14.5244
82,Richard Rottiers 2015 Dernier Souffle  (Moulin-à-Vent),Gamay,Richard Rottiers,Dernier Souffle,Moulin-à-Vent,Beaujolais,France,35.0,94.0,Roger Voss,@vossroger,"The wine's name (“last breath”) is based on its origins in vines planted next to a cemetery. Putting that aside, the wine itself is impressive, richly structured and with dense tannins and concentration. The wine with its firm character and ripe black fruit will age. Drink starting from 2019.","Beaujolais, France",-60.8605,14.5244
83,Domaine Richard Rottiers 2015  Moulin-à-Vent,Gamay,Domaine Richard Rottiers,,Moulin-à-Vent,Beaujolais,France,21.0,94.0,Roger Voss,@vossroger,"Produced from vines that are up to 80-years-old and now organic, this concentrated wood-aged wine is perfumed, rich and firmly structured. Dark tannins line the wine supporting the black plum and cherry fruits and acidity. Richard Rottiers, new on the scene in 2007, created a cru that is going to be a very fine wine. Drink from 2018.","Beaujolais, France",-60.8605,14.5244
84,Quinta de Foz de Arouce 2011 Red (Beira Atlantico),Portuguese Red,Quinta de Foz de Arouce,,,Beira Atlantico,Portugal,20.0,93.0,Roger Voss,@vossroger,"From the coastal plain of the Beiras, this cool and structured blend of Baga and Touriga Nacional has a fine poise between acidity and sweet berry fruits. It's a complex, textured wine. Fresh and fruity on the one hand and dark and brooding on the other, it needs time, so drink from 2017.","Beira Atlantico, Portugal",-27.219365,38.653991
85,Quinta de Foz de Arouce 2011 Vinhas Velhas de Santa Maria Baga (Beira Atlantico),Baga,Quinta de Foz de Arouce,Vinhas Velhas de Santa Maria,,Beira Atlantico,Portugal,60.0,93.0,Roger Voss,@vossroger,"Made from an old vineyard with schist soil, this fine wine is rich and full. It has style though, the tannins of the Baga restraining the texture and giving a fresh lift at the end. The dusty tannins and the perfumed acidity both speak to aging. Drink from 2018.","Beira Atlantico, Portugal",-27.219365,38.653991
86,Quinta de Foz de Arouce 2013 Vinhas Velhas de Santa Maria Baga (Beira Atlantico),Baga,Quinta de Foz de Arouce,Vinhas Velhas de Santa Maria,,Beira Atlantico,Portugal,60.0,93.0,Roger Voss,@vossroger,"This old vine wine is a grand expression of the Baga grape. It has dark color and rich tannins that will allow its bold berry fruit to age well. A serious, stylish wine, it's worth aging and drinking from 2019.","Beira Atlantico, Portugal",-27.219365,38.653991
87,Companhia das Quintas 2010 Quinta do Cardo Grande Escolha Red (Beira Interior),Portuguese Red,Companhia das Quintas,Quinta do Cardo Grande Escolha,,Beira Interior,Portugal,55.0,94.0,Roger Voss,@vossroger,"From the mountainous far east of Portugal, the dense, granite feel of this wine is palpable and potent. It has weight, balanced by intense acidity, stalky black currant fruits and a core of dark, firm tannins. Age this concentrated wine for at least 3–4 years.","Beira Interior, Portugal",-8.553181,39.464463
88,Companhia das Quintas 2011 Quinta do Cardo Grande Escolha Red (Beira Interior),Portuguese Red,Companhia das Quintas,Quinta do Cardo Grande Escolha,,Beira Interior,Portugal,55.0,94.0,Roger Voss,@vossroger,"One of the strengths of cool Beira Interior is that it produces powerful wines without the attendant alcohol of warmer climates. That's apparent with this intense, dark wine. Blending Touriga Nacional and Tinta Roriz, the dense and brooding wine with its rich blackberry fruitiness alongside dry, mineral tannins is a study in concentration and needs to age. Drink from 2018.","Beira Interior, Portugal",-8.553181,39.464463
89,Companhia das Quintas 2010 Quinta do Cardo Selecção do Enólogo Red (Beira Interior),Portuguese Red,Companhia das Quintas,Quinta do Cardo Selecção do Enólogo,,Beira Interior,Portugal,16.0,93.0,Roger Voss,@vossroger,"This is an impressive wine, full of rich fruits and a dense and firm structure. The wine, with its black berry and plum flavors, is dry and concentrated, with a powerful and complex texture that suggests a fine minerality. It definitely needs aging, so drink from 2016.","Beira Interior, Portugal",-8.553181,39.464463
